0		0	0		1		32		0	0		3	1	1806
1		0	1		1		33		0	1		3	0	1624
2		0	2		1		34		0	2		3	1	1807
3		0	3		1		35		0	3		3	0	1623
4		0	4		1		36		0	4		3	1	1808
5		0	5		1		37		0	5		3	0	1622
6		0	6		1		38		0	6		3	1	1809
7		0	7		1		39		0	7		3	0	1621
8		0	8		1		40		0	8		3	1	1810
9		0	9		1		41		0	9		3	0	1620
10		0	10		1		42		0	10		3	1	1811
11		0	11		1		43		0	11		3	0	1619
12		0	12		1		44		0	12		3	1	1812
13		0	13		1		45		0	13		3	0	1618
14		0	14		1		46		0	14		3	1	1813
15		0	15		1		47		0	15		3	1	1814
16		0	16		1		48		1	0		3	1	1815
17		0	17		1		49		1	1		3	1	1816
18		0	18		1		50		1	2		3	0	1615
19		0	19		1		51		1	3		3	1	1817
20		0	20		1		52		1	4		3	0	1614
21		0	21		1		53		1	5		3	1	1818
22		0	22		1		54		1	6		3	0	1613
23		0	23		1		55		1	7		3	1	1819
24		0	24		1		56		1	8		3	0	1612
25		0	25		1		57		1	9		3	1	1820
26		0	26		1		58		1	10		3	0	1611
27		0	27		1		59		1	11		3	1	1821
28		0	28		1		60		1	12		3	0	1610
29		0	29		1		61		1	13		3	1	1822
30		0	30		1		62		1	14		3	0	1609
31		0	31		1		63		1	15		3	1	1823
32		0	32		1		15		2	0		3	0	1617
33		0	33		1		14		2	1		3	2	2032
34		0	34		1		13		2	2		3	2	2033
35		0	35		1		12		2	3		3	2	2030
36		0	36		1		11		2	4		3	2	2031
37		0	37		1		10		2	5		3	2	2028
38		0	38		1		9		2	6		3	2	2029
39		0	39		1		8		2	7		3	2	2026
40		0	40		1		7		2	8		3	2	2027
41		0	41		1		6		2	9		3	2	2024
42		0	42		1		5		2	10		3	2	2025
43		0	43		1		4		2	11		3	2	2022
44		0	44		1		3		2	12		3	2	2023
45		0	45		1		2		2	13		3	2	2020
46		0	46		1		1		2	14		3	2	2021
47		0	47		1		0		2	15		3	0	1625
48		0	48		1		31		3	0		3	0	1608
49		0	49		1		30		3	1		3	2	2046
50		0	50		1		29		3	2		3	2	2047
51		0	51		1		28		3	3		3	2	2044
52		0	52		1		27		3	4		3	2	2045
53		0	53		1		26		3	5		3	2	2042
54		0	54		1		25		3	6		3	2	2043
55		0	55		1		24		3	7		3	2	2040
56		0	56		1		23		3	8		3	2	2041
57		0	57		1		22		3	9		3	2	2038
58		0	58		1		21		3	10		3	2	2039
59		0	59		1		20		3	11		3	2	2036
60		0	60		1		19		3	12		3	2	2037
61		0	61		1		18		3	13		3	2	2034
62		0	62		1		17		3	14		3	2	2035
63		0	63		1		16		3	15		3	0	1616
64		0	64		0		48		4	0		3	1	1797
65		0	65		0		49		4	1		3	1	1798
66		0	66		0		50		4	2		3	0	1633
67		0	67		0		51		4	3		3	1	1799
68		0	68		0		52		4	4		3	0	1632
69		0	69		0		53		4	5		3	1	1800
70		0	70		0		54		4	6		3	0	1631
71		0	71		0		55		4	7		3	1	1801
72		0	72		0		56		4	8		3	0	1630
73		0	73		0		57		4	9		3	1	1802
74		0	74		0		58		4	10		3	0	1629
75		0	75		0		59		4	11		3	1	1803
76		0	76		0		60		4	12		3	0	1628
77		0	77		0		61		4	13		3	1	1804
78		0	78		0		62		4	14		3	0	1627
79		0	79		0		63		4	15		3	1	1805
80		0	80		0		32		5	0		3	1	1788
81		0	81		0		33		5	1		3	0	1642
82		0	82		0		34		5	2		3	1	1789
83		0	83		0		35		5	3		3	0	1641
84		0	84		0		36		5	4		3	1	1790
85		0	85		0		37		5	5		3	0	1640
86		0	86		0		38		5	6		3	1	1791
87		0	87		0		39		5	7		3	0	1639
88		0	88		0		40		5	8		3	1	1792
89		0	89		0		41		5	9		3	0	1638
90		0	90		0		42		5	10		3	1	1793
91		0	91		0		43		5	11		3	0	1637
92		0	92		0		44		5	12		3	1	1794
93		0	93		0		45		5	13		3	0	1636
94		0	94		0		46		5	14		3	1	1795
95		0	95		0		47		5	15		3	1	1796
96		0	96		0		31		6	0		3	0	1626
97		0	97		0		30		6	1		3	2	2018
98		0	98		0		29		6	2		3	2	2019
99		0	99		0		28		6	3		3	2	2016
100		0	100		0		27		6	4		3	2	2017
101		0	101		0		26		6	5		3	2	2014
102		0	102		0		25		6	6		3	2	2015
103		0	103		0		24		6	7		3	2	2012
104		0	104		0		23		6	8		3	2	2013
105		0	105		0		22		6	9		3	2	2010
106		0	106		0		21		6	10		3	2	2011
107		0	107		0		20		6	11		3	2	2008
108		0	108		0		19		6	12		3	2	2009
109		0	109		0		18		6	13		3	2	2006
110		0	110		0		17		6	14		3	2	2007
111		0	111		0		16		6	15		3	0	1634
112		0	112		0		15		7	0		3	0	1635
113		0	113		0		14		7	1		3	2	2004
114		0	114		0		13		7	2		3	2	2005
115		0	115		0		12		7	3		3	2	2002
116		0	116		0		11		7	4		3	2	2003
117		0	117		0		10		7	5		3	2	2000
118		0	118		0		9		7	6		3	2	2001
119		0	119		0		8		7	7		3	2	1998
120		0	120		0		7		7	8		3	2	1999
121		0	121		0		6		7	9		3	2	1996
122		0	122		0		5		7	10		3	2	1997
123		0	123		0		4		7	11		3	2	1994
124		0	124		0		3		7	12		3	2	1995
125		0	125		0		2		7	13		3	2	1992
126		0	126		0		1		7	14		3	2	1993
127		0	127		0		0		7	15		3	0	1643
128		1	0		1		32		0	0		3	1	1770
129		1	1		1		33		0	1		3	0	1660
130		1	2		1		34		0	2		3	1	1771
131		1	3		1		35		0	3		3	0	1659
132		1	4		1		36		0	4		3	1	1772
133		1	5		1		37		0	5		3	0	1658
134		1	6		1		38		0	6		3	1	1773
135		1	7		1		39		0	7		3	0	1657
136		1	8		1		40		0	8		3	1	1774
137		1	9		1		41		0	9		3	0	1656
138		1	10		1		42		0	10		3	1	1775
139		1	11		1		43		0	11		3	0	1655
140		1	12		1		44		0	12		3	1	1776
141		1	13		1		45		0	13		3	0	1654
142		1	14		1		46		0	14		3	1	1777
143		1	15		1		47		0	15		3	1	1778
144		1	16		1		48		1	0		3	1	1779
145		1	17		1		49		1	1		3	1	1780
146		1	18		1		50		1	2		3	0	1651
147		1	19		1		51		1	3		3	1	1781
148		1	20		1		52		1	4		3	0	1650
149		1	21		1		53		1	5		3	1	1782
150		1	22		1		54		1	6		3	0	1649
151		1	23		1		55		1	7		3	1	1783
152		1	24		1		56		1	8		3	0	1648
153		1	25		1		57		1	9		3	1	1784
154		1	26		1		58		1	10		3	0	1647
155		1	27		1		59		1	11		3	1	1785
156		1	28		1		60		1	12		3	0	1646
157		1	29		1		61		1	13		3	1	1786
158		1	30		1		62		1	14		3	0	1645
159		1	31		1		63		1	15		3	1	1787
160		1	32		1		15		2	0		3	0	1653
161		1	33		1		14		2	1		3	2	1976
162		1	34		1		13		2	2		3	2	1977
163		1	35		1		12		2	3		3	2	1974
164		1	36		1		11		2	4		3	2	1975
165		1	37		1		10		2	5		3	2	1972
166		1	38		1		9		2	6		3	2	1973
167		1	39		1		8		2	7		3	2	1970
168		1	40		1		7		2	8		3	2	1971
169		1	41		1		6		2	9		3	2	1968
170		1	42		1		5		2	10		3	2	1969
171		1	43		1		4		2	11		3	2	1966
172		1	44		1		3		2	12		3	2	1967
173		1	45		1		2		2	13		3	2	1964
174		1	46		1		1		2	14		3	2	1965
175		1	47		1		0		2	15		3	0	1661
176		1	48		1		31		3	0		3	0	1644
177		1	49		1		30		3	1		3	2	1990
178		1	50		1		29		3	2		3	2	1991
179		1	51		1		28		3	3		3	2	1988
180		1	52		1		27		3	4		3	2	1989
181		1	53		1		26		3	5		3	2	1986
182		1	54		1		25		3	6		3	2	1987
183		1	55		1		24		3	7		3	2	1984
184		1	56		1		23		3	8		3	2	1985
185		1	57		1		22		3	9		3	2	1982
186		1	58		1		21		3	10		3	2	1983
187		1	59		1		20		3	11		3	2	1980
188		1	60		1		19		3	12		3	2	1981
189		1	61		1		18		3	13		3	2	1978
190		1	62		1		17		3	14		3	2	1979
191		1	63		1		16		3	15		3	0	1652
192		1	64		0		48		4	0		3	1	1761
193		1	65		0		49		4	1		3	1	1762
194		1	66		0		50		4	2		3	0	1669
195		1	67		0		51		4	3		3	1	1763
196		1	68		0		52		4	4		3	0	1668
197		1	69		0		53		4	5		3	1	1764
198		1	70		0		54		4	6		3	0	1667
199		1	71		0		55		4	7		3	1	1765
200		1	72		0		56		4	8		3	0	1666
201		1	73		0		57		4	9		3	1	1766
202		1	74		0		58		4	10		3	0	1665
203		1	75		0		59		4	11		3	1	1767
204		1	76		0		60		4	12		3	0	1664
205		1	77		0		61		4	13		3	1	1768
206		1	78		0		62		4	14		3	0	1663
207		1	79		0		63		4	15		3	1	1769
208		1	80		0		32		5	0		3	1	1752
209		1	81		0		33		5	1		3	0	1678
210		1	82		0		34		5	2		3	1	1753
211		1	83		0		35		5	3		3	0	1677
212		1	84		0		36		5	4		3	1	1754
213		1	85		0		37		5	5		3	0	1676
214		1	86		0		38		5	6		3	1	1755
215		1	87		0		39		5	7		3	0	1675
216		1	88		0		40		5	8		3	1	1756
217		1	89		0		41		5	9		3	0	1674
218		1	90		0		42		5	10		3	1	1757
219		1	91		0		43		5	11		3	0	1673
220		1	92		0		44		5	12		3	1	1758
221		1	93		0		45		5	13		3	0	1672
222		1	94		0		46		5	14		3	1	1759
223		1	95		0		47		5	15		3	1	1760
224		1	96		0		31		6	0		3	0	1662
225		1	97		0		30		6	1		3	2	1962
226		1	98		0		29		6	2		3	2	1963
227		1	99		0		28		6	3		3	2	1960
228		1	100		0		27		6	4		3	2	1961
229		1	101		0		26		6	5		3	2	1958
230		1	102		0		25		6	6		3	2	1959
231		1	103		0		24		6	7		3	2	1956
